index,I1_D0_Col0_1,I1_D0_Col0_2,I1_D0_Col0_3,I1_D0_Col0_4,I1_D0_Col0_5,I1_D0_mfec_1,I1_D0_mfec_2,I1_D0_mfec_3,I1_D0_mfec_4,I1_D0_mfec_5,I1_D5_Col0_1,I1_D5_Col0_2,I1_D5_Col0_3,I1_D5_Col0_4,I1_D5_Col0_5,I1_D5_mfec_1,I1_D5_mfec_2,I1_D5_mfec_3,I1_D5_mfec_4,I1_D5_mfec_5,I1_D6_Syncom_Col0_1,I1_D6_Syncom_Col0_2,I1_D6_Syncom_Col0_3,I1_D6_Syncom_Col0_4,I1_D6_Syncom_Col0_5,I1_D6_Syncom_fec_1,I1_D6_Syncom_fec_2,I1_D6_Syncom_fec_3,I1_D6_Syncom_fec_4,I1_D6_Syncom_fec_5,I1_D6_Syncom_mfec_1,I1_D6_Syncom_mfec_2,I1_D6_Syncom_mfec_3,I1_D6_Syncom_mfec_4,I1_D6_Syncom_mfec_5,I1_D6_Syncom_min7_1,I1_D6_Syncom_min7_2,I1_D6_Syncom_min7_3,I1_D6_Syncom_min7_4,I1_D6_Syncom_min7_5,I1_NS_D0_Col0_1,I1_NS_D0_Col0_2,I1_NS_D0_Col0_3,I1_NS_D0_Col0_4,I1_NS_D0_Col0_5,I1_NS_D0_mfec_1,I1_NS_D0_mfec_2,I1_NS_D0_mfec_3,I1_NS_D0_mfec_4,I1_NS_D0_mfec_5,I1_NS_D5_Col0_1,I1_NS_D5_Col0_2,I1_NS_D5_Col0_3,I1_NS_D5_Col0_4,I1_NS_D5_Col0_5,I1_NS_D5_mfec_1,I1_NS_D5_mfec_2,I1_NS_D5_mfec_3,I1_NS_D5_mfec_4,I1_NS_D5_mfec_5,I2_D0_Col0_1,I2_D0_Col0_2,I2_D0_Col0_3,I2_D0_Col0_4,I2_D0_Col0_5,I2_D0_mfec_1,I2_D0_mfec_2,I2_D0_mfec_3,I2_D0_mfec_4,I2_D0_mfec_5,I2_D5_Col0_1,I2_D5_Col0_2,I2_D5_Col0_3,I2_D5_Col0_4,I2_D5_Col0_5,I2_D5_mfec_1,I2_D5_mfec_2,I2_D5_mfec_3,I2_D5_mfec_4,I2_D5_mfec_5,I2_D6_Syncom_Col0_1,I2_D6_Syncom_Col0_2,I2_D6_Syncom_Col0_3,I2_D6_Syncom_Col0_4,I2_D6_Syncom_Col0_5,I2_D6_Syncom_fec_1,I2_D6_Syncom_fec_2,I2_D6_Syncom_fec_3,I2_D6_Syncom_fec_4,I2_D6_Syncom_fec_5,I2_D6_Syncom_mfec_1,I2_D6_Syncom_mfec_2,I2_D6_Syncom_mfec_3,I2_D6_Syncom_mfec_4,I2_D6_Syncom_mfec_5,I2_D6_Syncom_min7_1,I2_D6_Syncom_min7_2,I2_D6_Syncom_min7_3,I2_D6_Syncom_min7_4,I2_D6_Syncom_min7_5,I2_NS_D0_Col0_1,I2_NS_D0_Col0_2,I2_NS_D0_Col0_3,I2_NS_D0_Col0_4,I2_NS_D0_Col0_5,I2_NS_D0_mfec_1,I2_NS_D0_mfec_2,I2_NS_D0_mfec_3,I2_NS_D0_mfec_4,I2_NS_D0_mfec_5,I2_NS_D5_Col0_1,I2_NS_D5_Col0_2,I2_NS_D5_Col0_3,I2_NS_D5_Col0_4,I2_NS_D5_Col0_5,I2_NS_D5_mfec_1,I2_NS_D5_mfec_2,I2_NS_D5_mfec_3,I2_NS_D5_mfec_4,I2_NS_D5_mfec_5,I3_D0_Col0_1,I3_D0_Col0_2,I3_D0_Col0_3,I3_D0_Col0_4,I3_D0_Col0_5,I3_D0_mfec_1,I3_D0_mfec_2,I3_D0_mfec_3,I3_D0_mfec_4,I3_D0_mfec_5,I3_D5_Col0_1,I3_D5_Col0_2,I3_D5_Col0_3,I3_D5_Col0_4,I3_D5_Col0_5,I3_D5_mfec_1,I3_D5_mfec_2,I3_D5_mfec_3,I3_D5_mfec_4,I3_D5_mfec_5,I3_D6_Syncom_Col0_1,I3_D6_Syncom_Col0_2,I3_D6_Syncom_Col0_3,I3_D6_Syncom_Col0_4,I3_D6_Syncom_Col0_5,I3_D6_Syncom_fec_1,I3_D6_Syncom_fec_2,I3_D6_Syncom_fec_3,I3_D6_Syncom_fec_4,I3_D6_Syncom_fec_5,I3_D6_Syncom_mfec_1,I3_D6_Syncom_mfec_2,I3_D6_Syncom_mfec_3,I3_D6_Syncom_mfec_4,I3_D6_Syncom_mfec_5,I3_D6_Syncom_min7_1,I3_D6_Syncom_min7_2,I3_D6_Syncom_min7_3,I3_D6_Syncom_min7_4,I3_D6_Syncom_min7_5,I3_NS_D0_Col0_1,I3_NS_D0_Col0_2,I3_NS_D0_Col0_3,I3_NS_D0_Col0_4,I3_NS_D0_Col0_5,I3_NS_D0_mfec_1,I3_NS_D0_mfec_2,I3_NS_D0_mfec_3,I3_NS_D0_mfec_4,I3_NS_D0_mfec_5,I3_NS_D5_Col0_1,I3_NS_D5_Col0_2,I3_NS_D5_Col0_3,I3_NS_D5_Col0_4,I3_NS_D5_Col0_5,I3_NS_D5_mfec_1,I3_NS_D5_mfec_2,I3_NS_D5_mfec_3,I3_NS_D5_mfec_4,I3_NS_D5_mfec_5,I4_D6_Syncom_Col0_1,I4_D6_Syncom_Col0_2,I4_D6_Syncom_Col0_3,I4_D6_Syncom_Col0_4,I4_D6_Syncom_Col0_5,I4_D6_Syncom_fec_1,I4_D6_Syncom_fec_2,I4_D6_Syncom_fec_3,I4_D6_Syncom_fec_4,I4_D6_Syncom_fec_5,I4_D6_Syncom_mfec_1,I4_D6_Syncom_mfec_2,I4_D6_Syncom_mfec_3,I4_D6_Syncom_mfec_4,I4_D6_Syncom_mfec_5,I4_D6_Syncom_min7_1,I4_D6_Syncom_min7_2,I4_D6_Syncom_min7_3,I4_D6_Syncom_min7_4,I4_D6_Syncom_min7_5,I4_NS_D0_Col0_1,I4_NS_D0_Col0_2,I4_NS_D0_Col0_3,I4_NS_D0_Col0_4,I4_NS_D0_Col0_5,I4_NS_D0_mfec_1,I4_NS_D0_mfec_2,I4_NS_D0_mfec_3,I4_NS_D0_mfec_4,I4_NS_D0_mfec_5,I4_NS_D5_Col0_1,I4_NS_D5_Col0_2,I4_NS_D5_Col0_3,I4_NS_D5_Col0_4,I4_NS_D5_Col0_5,I4_NS_D5_mfec_1,I4_NS_D5_mfec_2,I4_NS_D5_mfec_3,I4_NS_D5_mfec_4,I4_NS_D5_mfec_5,I5_D0_Col0_1,I5_D0_Col0_2,I5_D0_Col0_3,I5_D0_Col0_4,I5_D0_Col0_5,I5_D0_mfec_1,I5_D0_mfec_2,I5_D0_mfec_3,I5_D0_mfec_4,I5_D0_mfec_5,I5_D5_Col0_1,I5_D5_Col0_2,I5_D5_Col0_3,I5_D5_Col0_4,I5_D5_Col0_5,I5_D5_mfec_1,I5_D5_mfec_2,I5_D5_mfec_3,I5_D5_mfec_4,I5_D5_mfec_5,I5_D6_Syncom_Col0_1,I5_D6_Syncom_Col0_2,I5_D6_Syncom_Col0_3,I5_D6_Syncom_Col0_4,I5_D6_Syncom_Col0_5,I5_D6_Syncom_fec_1,I5_D6_Syncom_fec_2,I5_D6_Syncom_fec_3,I5_D6_Syncom_fec_4,I5_D6_Syncom_fec_5,I5_D6_Syncom_mfec_1,I5_D6_Syncom_mfec_2,I5_D6_Syncom_mfec_3,I5_D6_Syncom_mfec_4,I5_D6_Syncom_mfec_5,I5_D6_Syncom_min7_1,I5_D6_Syncom_min7_2,I5_D6_Syncom_min7_3,I5_D6_Syncom_min7_4,I5_D6_Syncom_min7_5
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0.0008036,0,0,0,0,0,0,0,0.000200033,0,0,0.000198807,0,0,0,0,0,0,0,0,0.000408021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269527,0,0,0,0,0,0,0,0,0.000102705,0,0,0.042792793,0,0,0,0,0,0,0,0.000931532,0,0.001140771,0.001145639,0.002808989,0,6.15E-06,0,5.59E-05,0,0.001599535,0,0.0013466,0,0,0.002642654,0,0.001923077,0.001165501,0.001639523,0.000177117,0,0.000399441,0,0,0.003911926,0.00140056,0.000761573,0,0.000479662,0,0,0,0,0,0,0,0,0,0,0.008038064,0.055981067,0.010798975,0.02354307,0.0229444,0.016607418,0.000418051,0.010564498,0.010300214,0.005240804,0,0,0,0,0,0,0,0,0,0,0.012671833,0.025495338,0.003782349,0.002582936,0.007194245,0,0,0,0.000127542,0.004829972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906969,0,0,0,0.000229571,9.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003184713,0,0,0,0,0,0,0,0,0,0,0,0,4.97E-05,0,5.68E-05,6.36E-05,0.000115511,0,0.000370362,0,0.130177515,0,0,0,0,0,0,0,0,0.004865424,0.003438888,0,0,0.013293605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160137,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200033,0,0,0.000198807,0,0,0,0,0,0,0,0,0.000408021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269527,0,0,0,0,0,0,0,0,6.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002642654,0,0.001923077,0.001165501,0.001639523,0,0,0,0,0,0.003911926,0.00140056,0.000761573,0,0.000479662,0,0,0,0,0,0,0,0,0,0,0.008038064,0.055981067,0.010798975,0.02354307,0.0229444,0.016554359,0.000418051,0.010564498,0.010300214,0.00516629,0,0,0,0,0,0,0,0,0,0,0.012671833,0.025495338,0.003782349,0.002582936,0.007194245,0,0,0,0.000127542,0.004829972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906969,0,0,0,0.000229571,4.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003184713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0.003438888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200033,0,0,0.000198807,0,0,0,0,0,0,0,0,0.000408021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269527,0,0,0,0,0,0,0,0,6.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002642654,0,0.001923077,0.001165501,0.001639523,0,0,0,0,0,0.003911926,0.00140056,0.000761573,0,0.000479662,0,0,0,0,0,0,0,0,0,0,0.007855841,0.052457055,0.007730577,0.023408075,0.01934404,0.015033339,0.000418051,0.007639991,0.006437633,0.004421152,0,0,0,0,0,0,0,0,0,0,0.012671833,0.025495338,0.003782349,0.002582936,0.007194245,0,0,0,0.000127542,0.004829972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906969,0,0,0,0.000229571,4.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003184713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0.003438888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200033,0,0,0.000198807,0,0,0,0,0,0,0,0,0.000408021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269527,0,0,0,0,0,0,0,0,6.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002642654,0,0.001923077,0.001165501,0.001639523,0,0,0,0,0,0.003911926,0.00140056,0.000761573,0,0.000479662,0,0,0,0,0,0,0,0,0,0,0.007369913,0.052457055,0.007730577,0.023408075,0.01934404,0.015033339,0.000418051,0.007639991,0.005746765,0.004421152,0,0,0,0,0,0,0,0,0,0,0.012671833,0.025495338,0.003782349,0.002582936,0.007194245,0,0,0,0.000127542,0.004829972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906969,0,0,0,0.000229571,4.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003184713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0.003438888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182223,0.003524011,0.003068398,0.000134995,0.00360036,0.00152102,0,0.002924507,0.00386258,0.000745138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182223,0.003524011,0.003068398,0.000134995,0.00360036,0.00152102,0,0.002924507,0.00386258,0.000745138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__BPC076,0,0,0,0,0,0,0,0,0,0,0,0,0.00032144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001449275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160137,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160137,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160137,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006188402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006188402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006188402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,0,0,0,0,0,0,0,0,0,0,0,0,0.00048216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,0,0,0.033783784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,0,0,0,7.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97E-05,0,5.68E-05,6.36E-05,0.000115511,0,0.000336693,0,0.130177515,0,0,0,0,0,0,0,0,0.001449275,0,0,0,0.004354802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68E-05,6.36E-05,0.000115511,0,0.000336693,0,0.130177515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
